[12:02:27] [Model]: Loading erfan226/persian-t5-paraphraser...                                    3900279738.py:115
                                                                                                                   
[12:02:35] [Data]: Reading data...                                                                3900279738.py:126
                                                                                                                   
FULL Dataset: (1488792, 2)
TRAIN Dataset: (1487303, 2)
TEST Dataset: (1489, 2)

[12:02:36] [Initiating Fine Tuning]...                                                            3900279738.py:175
 
                               Training Status                               
+---------------------------------------------------------------------------+
|Epoch | Steps |                            Loss                            |
|  2   | 4280  | tensor(2.4909, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4290  | tensor(2.5144, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4300  | tensor(2.6133, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4310  | tensor(2.6487, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4320  | tensor(2.4412, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4330  | tensor(2.4188, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4340  | tensor(2.6073, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4350  | tensor(2.3571, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4360  | tensor(2.5919, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4370  | tensor(2.6420, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4380  | tensor(2.5915, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4390  | tensor(2.5875, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4400  | tensor(2.4903, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4410  | tensor(2.5919, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4420  | tensor(2.3992, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4430  | tensor(2.3984, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4440  | tensor(2.7242, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4450  | tensor(2.7030, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4460  | tensor(2.6346, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4470  | tensor(2.7108, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4480  | tensor(2.5576, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4490  | tensor(2.6538, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4500  | tensor(2.4380, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4510  | tensor(2.4281, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4520  | tensor(2.3795, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4530  | tensor(2.4892, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4540  | tensor(2.5263, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4550  | tensor(2.4076, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4560  | tensor(2.3444, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4570  | tensor(2.6514, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4580  | tensor(2.3859, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4590  | tensor(2.6919, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4600  | tensor(2.5306, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4610  | tensor(2.5257, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4620  | tensor(2.6368, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4630  | tensor(2.5837, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4640  | tensor(2.8115, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4650  | tensor(2.4105, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4660  | tensor(2.4313, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4670  | tensor(2.5890, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4680  | tensor(2.5277, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4690  | tensor(2.5308, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4700  | tensor(2.4495, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4710  | tensor(2.5577, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4720  | tensor(2.5277, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4730  | tensor(2.4856, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4740  | tensor(2.5755, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4750  | tensor(2.3825, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4760  | tensor(2.7229, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4770  | tensor(2.6761, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4780  | tensor(2.4255, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4790  | tensor(2.6646, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4800  | tensor(2.5871, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4810  | tensor(2.5123, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4820  | tensor(2.4845, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4830  | tensor(2.6305, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4840  | tensor(2.6208, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4850  | tensor(2.5398, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4860  | tensor(2.3729, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4870  | tensor(2.4916, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4880  | tensor(2.5635, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4890  | tensor(2.7356, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4900  | tensor(2.3773, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4910  | tensor(2.5941, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4920  | tensor(2.4071, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4930  | tensor(2.7272, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4940  | tensor(2.6257, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4950  | tensor(2.5587, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4960  | tensor(2.3904, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4970  | tensor(2.6962, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4980  | tensor(2.6498, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 4990  | tensor(2.5483, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5000  | tensor(2.5622, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5010  | tensor(2.4526, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5020  | tensor(2.5627, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5030  | tensor(2.5710, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5040  | tensor(2.6755, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5050  | tensor(2.5162, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5060  | tensor(2.4153, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5070  | tensor(2.5534, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5080  | tensor(2.7579, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5090  | tensor(2.5495, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5100  | tensor(2.5298, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5110  | tensor(2.8524, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5120  | tensor(2.5597, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5130  | tensor(2.6406, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5140  | tensor(2.5606, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5150  | tensor(2.4409, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5160  | tensor(2.5553, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5170  | tensor(2.4848, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5180  | tensor(2.4460, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5190  | tensor(2.4662, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5200  | tensor(2.5652, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5210  | tensor(2.8380, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5220  | tensor(2.3321, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5230  | tensor(2.7643, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5240  | tensor(2.5191, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5250  | tensor(2.4696, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5260  | tensor(2.5517, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5270  | tensor(2.4597, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5280  | tensor(2.4685, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5290  | tensor(2.5868, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5300  | tensor(2.6596, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5310  | tensor(2.6265, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5320  | tensor(2.4705, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5330  | tensor(2.4069, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5340  | tensor(2.6607, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5350  | tensor(2.5758, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5360  | tensor(2.3703, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5370  | tensor(2.5135, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5380  | tensor(2.6838, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5390  | tensor(2.6653, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5400  | tensor(2.5904, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5410  | tensor(2.5935, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5420  | tensor(2.7298, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5430  | tensor(2.3927, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5440  | tensor(2.6229, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5450  | tensor(2.4303, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5460  | tensor(2.5638, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5470  | tensor(2.3799, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5480  | tensor(2.4156, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5490  | tensor(2.6048, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5500  | tensor(2.5294, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5510  | tensor(2.4816, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5520  | tensor(2.7282, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5530  | tensor(2.6597, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5540  | tensor(2.7004, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5550  | tensor(2.4636, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5560  | tensor(2.7142, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5570  | tensor(2.6297, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5580  | tensor(2.6060, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5590  | tensor(2.4504, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5600  | tensor(2.6561, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5610  | tensor(2.5622, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5620  | tensor(2.4380, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5630  | tensor(2.4361, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5640  | tensor(2.4548, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5650  | tensor(2.2541, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5660  | tensor(2.5443, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5670  | tensor(2.4715, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5680  | tensor(2.6128, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5690  | tensor(2.5591, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5700  | tensor(2.2635, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5710  | tensor(2.6624, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5720  | tensor(2.6135, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5730  | tensor(2.5686, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5740  | tensor(2.6286, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5750  | tensor(2.7713, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5760  | tensor(2.7116, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5770  | tensor(2.5470, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5780  | tensor(2.5379, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5790  | tensor(2.4573, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5800  | tensor(2.5290, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5810  | tensor(2.5014, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5820  | tensor(2.5368, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5830  | tensor(2.5685, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5840  | tensor(2.6767, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5850  | tensor(2.7171, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5860  | tensor(2.4237, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5870  | tensor(2.5054, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5880  | tensor(2.5892, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5890  | tensor(2.6810, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5900  | tensor(2.4035, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5910  | tensor(2.5370, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5920  | tensor(2.5981, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5930  | tensor(2.5148, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5940  | tensor(2.4894, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5950  | tensor(2.7274, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5960  | tensor(2.6475, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5970  | tensor(2.8137, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5980  | tensor(2.6421, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 5990  | tensor(2.5430, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6000  | tensor(2.5998, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6010  | tensor(2.7064, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6020  | tensor(2.4226, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6030  | tensor(2.5856, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6040  | tensor(2.4973, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6050  | tensor(2.7157, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6060  | tensor(2.4694, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6070  | tensor(2.5931, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6080  | tensor(2.7011, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6090  | tensor(2.6119, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6100  | tensor(2.5610, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6110  | tensor(2.4239, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6120  | tensor(2.3863, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6130  | tensor(2.7955, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6140  | tensor(2.4800, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6150  | tensor(2.8576, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6160  | tensor(2.5832, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6170  | tensor(2.4742, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6180  | tensor(2.7055, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6190  | tensor(2.6300, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6200  | tensor(2.3677, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6210  | tensor(2.6665, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6220  | tensor(2.6063, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6230  | tensor(2.7016, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6240  | tensor(2.5164, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6250  | tensor(2.3115, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6260  | tensor(2.6082, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6270  | tensor(2.5005, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6280  | tensor(2.5895, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6290  | tensor(2.5135, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6300  | tensor(2.5488, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6310  | tensor(2.5215, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6320  | tensor(2.6107, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6330  | tensor(2.2638, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6340  | tensor(2.4202, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6350  | tensor(2.5613, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6360  | tensor(2.4902, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6370  | tensor(2.8550, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6380  | tensor(2.6035, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6390  | tensor(2.4040, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6400  | tensor(2.5415, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6410  | tensor(2.5410, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6420  | tensor(2.4412, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6430  | tensor(2.4208, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6440  | tensor(2.6088, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6450  | tensor(2.5990, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6460  | tensor(2.5603, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6470  | tensor(2.4870, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6480  | tensor(2.6631, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6490  | tensor(2.5435, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6500  | tensor(2.6893, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6510  | tensor(2.6123, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6520  | tensor(2.5271, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6530  | tensor(2.7317, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6540  | tensor(2.5083, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6550  | tensor(2.5796, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6560  | tensor(2.6402, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6570  | tensor(2.4365, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6580  | tensor(2.5410, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6590  | tensor(2.4018, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6600  | tensor(2.6844, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6610  | tensor(2.6950, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6620  | tensor(2.9555, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6630  | tensor(2.5954, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6640  | tensor(2.4237, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6650  | tensor(2.4419, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6660  | tensor(2.4566, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6670  | tensor(2.4597, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6680  | tensor(2.5938, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6690  | tensor(2.4761, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6700  | tensor(2.4968, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6710  | tensor(2.5222, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6720  | tensor(2.6262, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6730  | tensor(2.5023, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6740  | tensor(2.5843, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6750  | tensor(2.9132, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6760  | tensor(2.6634, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6770  | tensor(2.5295, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6780  | tensor(2.5686, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6790  | tensor(2.5042, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6800  | tensor(2.5624, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6810  | tensor(2.5995, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6820  | tensor(2.7651, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6830  | tensor(2.5514, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6840  | tensor(2.6757, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6850  | tensor(2.5774, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6860  | tensor(2.3843, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6870  | tensor(2.6741, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6880  | tensor(2.6231, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6890  | tensor(2.7059, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6900  | tensor(2.5780, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6910  | tensor(2.4946, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6920  | tensor(2.6756, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6930  | tensor(2.5719, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6940  | tensor(2.5907, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6950  | tensor(2.7803, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6960  | tensor(2.6283, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6970  | tensor(2.5761, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6980  | tensor(2.5076, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 6990  | tensor(2.2891, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7000  | tensor(2.5674, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7010  | tensor(2.2619, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7020  | tensor(2.4284, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7030  | tensor(2.5697, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7040  | tensor(2.6616, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7050  | tensor(2.5241, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7060  | tensor(2.4532, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7070  | tensor(2.6762, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7080  | tensor(2.7537, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7090  | tensor(2.5466, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7100  | tensor(2.5099, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7110  | tensor(2.4636, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7120  | tensor(2.5546, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7130  | tensor(2.7704, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7140  | tensor(2.2264, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7150  | tensor(2.4617, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7160  | tensor(2.2732, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7170  | tensor(2.6537, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7180  | tensor(2.5534, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7190  | tensor(2.6375, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7200  | tensor(2.4980, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7210  | tensor(2.8119, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7220  | tensor(2.4685, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7230  | tensor(2.5902, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7240  | tensor(2.5364, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7250  | tensor(2.2498, device='cuda:0', grad_fn=<NllLossBackward0>)|
|  2   | 7260  | tensor(2.5031, device='cuda:0', grad_fn=<NllLossBackward0>)|
